OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,OrderUnitPrice,OrderQuantity,OrderDiscount,shippercompanyname,ShipperPhone,ProductName,QuantityPerUnitOfProduct,UnitPriceOfProduct,UnitsInStockOfProduct,UnitsOnOrderOfProduct,ProductReorderLevel,DiscontinuedProduct,SupplierCompanyName,SupplierContactName,SupplierContactTitle,SupplierAddress,SupplierCity,SupplierRegion,supplierpostalcode,SupplierCountry,SupplierPhone,SupplierPhone2,SupplierHomePage,CategoryName,CategoryDescription,CategoryPicture
1996-12-06,1997-01-03,1996-12-09,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,18.6,15,0,United Package,(503) 555-3199,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1996-12-06,1997-01-03,1996-12-09,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,5.9,10,0,United Package,(503) 555-3199,Tourtière,16 pies,7.45,21,0,10,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1996-12-09,1997-01-06,1996-12-13,20.39,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,10,42,0.05,United Package,(503) 555-3199,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-12-09,1997-01-06,1996-12-13,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,36.4,20,0.15,Federal Shipping,(503) 555-9931,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Produce,Dried fruit and bean curd,""
1996-12-09,1997-01-06,1996-12-13,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,14.4,20,0.15,Federal Shipping,(503) 555-9931,Chartreuse verte,750 cc per bottle,18,69,0,5,0,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager,"203, Rue des Francs-Bourgeois",Paris,,75004,France,(1) 03.83.00.68,(1) 03.83.00.62,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-10,1997-01-07,1996-12-19,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,17.2,6,0,Federal Shipping,(503) 555-9931,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-11,1997-01-08,1996-12-13,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,7.7,8,0.1,Speedy Express,(503) 555-9831,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,85,0,10,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1996-12-11,1997-01-08,1996-12-13,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,35.1,16,0.1,Speedy Express,(503) 555-9831,Vegie-spread,15 - 625 g jars,43.9,24,0,5,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-12-11,1997-01-08,1996-12-13,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,16.8,20,0.1,Speedy Express,(503) 555-9831,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-12-12,1997-01-09,1997-01-16,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,20.7,18,0.1,Federal Shipping,(503) 555-9931,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets,Frahmredder 112a,Cuxhaven,,27478,Germany,(04721) 8713,(04721) 8714,,Seafood,Seaweed and fish,""
1996-12-12,1997-01-09,1997-01-16,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,26.2,20,0.1,Federal Shipping,(503) 555-9931,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1996-12-12,1997-01-09,1997-01-16,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,27.2,6,0.1,Federal Shipping,(503) 555-9931,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-12-12,1997-01-09,1997-01-16,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,12,30,0,Federal Shipping,(503) 555-9931,Outback Lager,24 - 355 ml bottles,15,15,10,30,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-12,1997-01-09,1996-12-13,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,8,14,0,Federal Shipping,(503) 555-9931,Longlife Tofu,5 kg pkg.,10,4,20,5,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Produce,Dried fruit and bean curd,""
1996-12-13,1997-01-10,1996-12-16,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,17,32,0,Speedy Express,(503) 555-9831,Chef Anton's Gumbo Mix,36 boxes,21.35,0,0,0,1,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1996-12-13,1997-01-10,1996-12-16,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,50,9,0,Speedy Express,(503) 555-9831,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Seafood,Seaweed and fish,""
1996-12-13,1997-01-10,1996-12-16,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,99,14,0,Speedy Express,(503) 555-9831,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Meat/Poultry,Prepared meats,""
1996-12-13,1997-01-10,1996-12-16,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2,60,0,Speedy Express,(503) 555-9831,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-13,1997-01-10,1996-12-16,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,8,50,0,Speedy Express,(503) 555-9831,Longlife Tofu,5 kg pkg.,10,4,20,5,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Produce,Dried fruit and bean curd,""
1996-12-16,1997-01-13,1996-12-18,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,4.8,20,0,Federal Shipping,(503) 555-9931,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1996-12-16,1997-01-13,1996-12-18,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,13,15,0,Federal Shipping,(503) 555-9931,Valkoinen suklaa,12 - 100 g bars,16.25,65,0,30,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-16,1997-01-13,1996-12-18,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,30.4,20,0,Federal Shipping,(503) 555-9931,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,21,10,30,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1996-12-16,1997-01-13,1996-12-20,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,64.8,28,0,Federal Shipping,(503) 555-9931,Sir Rodney's Marmalade,30 gift boxes,81,40,0,0,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-16,1997-01-13,1996-12-20,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,27.2,15,0,Federal Shipping,(503) 555-9931,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-12-17,1997-01-14,1996-12-23,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,24,10,0.2,United Package,(503) 555-3199,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,15,0,10,0,Grandma Kelly's Homestead,Regina Murphy,Sales Representative,707 Oxford Rd.,Ann Arbor,MI,48104,USA,(313) 555-5735,(313) 555-3349,,Produce,Dried fruit and bean curd,""
1996-12-17,1997-01-14,1996-12-23,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,27.2,20,0.2,United Package,(503) 555-3199,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-12-17,1997-01-14,1996-12-23,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,10,8,0.2,United Package,(503) 555-3199,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-18,1997-01-01,1996-12-25,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,3.6,15,0,Federal Shipping,(503) 555-9931,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-18,1997-01-01,1996-12-25,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,11.2,10,0,Federal Shipping,(503) 555-9931,Sasquatch Ale,24 - 12 oz bottles,14,111,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-18,1997-01-15,1996-12-20,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,3.6,15,0,United Package,(503) 555-3199,Guaraná Fantástica,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-18,1997-01-15,1996-12-20,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,36.4,6,0,United Package,(503) 555-3199,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Produce,Dried fruit and bean curd,""
1996-12-18,1997-01-15,1996-12-20,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,44,12,0,United Package,(503) 555-3199,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1996-12-18,1997-01-15,1996-12-20,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,17.2,15,0,United Package,(503) 555-3199,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-19,1997-01-16,1996-12-20,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,7.6,15,0.2,Speedy Express,(503) 555-9831,Rogede sild,1k pkg.,9.5,5,70,15,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1996-12-19,1997-01-16,1996-12-20,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,5.6,20,0.2,Speedy Express,(503) 555-9831,Filo Mix,16 - 2 kg boxes,7,38,0,25,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1996-12-19,1997-01-16,1996-12-20,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,26.2,40,0,Speedy Express,(503) 555-9831,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1996-12-20,1997-01-17,1996-12-24,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,24.8,16,0,United Package,(503) 555-3199,Ikura,12 - 200 ml jars,31,31,0,0,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Seafood,Seaweed and fish,""
1996-12-20,1997-01-17,1996-12-24,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,19.2,15,0,United Package,(503) 555-3199,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1996-12-20,1997-01-17,1996-12-24,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,39.4,20,0,United Package,(503) 555-3199,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1996-12-20,1997-01-17,1996-12-24,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,12,30,0,United Package,(503) 555-3199,Outback Lager,24 - 355 ml bottles,15,15,10,30,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-23,1997-01-20,1996-12-26,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10,60,0.1,Speedy Express,(503) 555-9831,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-12-23,1997-01-20,1996-12-26,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,14.4,40,0.1,Speedy Express,(503) 555-9831,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-23,1997-01-20,1996-12-26,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,9.6,45,0,Speedy Express,(503) 555-9831,Spegesild,4 - 450 g glasses,12,95,0,0,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1996-12-23,1997-01-20,1996-12-26,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,27.8,24,0.1,Speedy Express,(503) 555-9831,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-12-23,1997-01-20,1996-12-31,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,4.8,18,0,Federal Shipping,(503) 555-9931,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1996-12-24,1997-01-21,1997-01-01,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,28.8,50,0,Federal Shipping,(503) 555-9931,Gudbrandsdalsost,10 kg pkg.,36,26,0,15,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-25,1997-01-22,1997-01-03,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,15.2,25,0.25,Federal Shipping,(503) 555-9931,Chang,24 - 12 oz bottles,19,17,40,25,1,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-25,1997-01-22,1997-01-03,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,18.6,42,0.25,Federal Shipping,(503) 555-9931,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1996-12-25,1997-01-22,1997-01-03,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,11.2,7,0.25,Federal Shipping,(503) 555-9931,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14,76,0,30,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-25,1997-01-22,1997-01-03,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,24.9,70,0.25,Federal Shipping,(503) 555-9931,Gumbär Gummibärchen,100 - 250 g bags,31.23,15,0,0,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-25,1997-01-22,1997-01-03,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,10,32,0,Federal Shipping,(503) 555-9931,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-12-25,1997-01-22,1997-01-03,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,4.8,10,0,Federal Shipping,(503) 555-9931,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1996-12-25,1997-01-22,1997-01-03,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,39.4,10,0,Federal Shipping,(503) 555-9931,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1996-12-26,1997-01-23,1997-01-03,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,9.6,28,0.1,Speedy Express,(503) 555-9831,Spegesild,4 - 450 g glasses,12,95,0,0,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1996-12-26,1997-01-23,1997-01-03,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,26.2,70,0.1,Speedy Express,(503) 555-9831,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1996-12-26,1997-01-23,1997-01-03,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,28.8,8,0,Speedy Express,(503) 555-9831,Gudbrandsdalsost,10 kg pkg.,36,26,0,15,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-27,1997-01-10,1997-01-06,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,7.2,40,0,Federal Shipping,(503) 555-9931,Tunnbröd,12 - 250 g pkgs.,9,61,0,25,0,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden,031-987 65 43,031-987 65 91,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1996-12-27,1997-01-10,1997-01-06,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,17.2,60,0,Federal Shipping,(503) 555-9931,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-27,1997-01-10,1997-01-06,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,27.8,21,0,Federal Shipping,(503) 555-9931,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,Dairy Products,Cheeses,""
1996-12-27,1997-01-24,1997-01-02,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,8,10,0.15,Speedy Express,(503) 555-9831,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,3,40,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-27,1997-01-24,1997-01-02,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,42.4,18,0.15,Speedy Express,(503) 555-9831,Manjimup Dried Apples,50 - 300 g pkgs.,53,20,0,10,0,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Produce,Dried fruit and bean curd,""
